	order_s_in_text	sentence	word	tf_idf
496	497	Аносов, сохранивший, несмотря на годы, удивительную зоркость, должен был помогать своей спутнице	['аносов', 'сохранить', 'несмотря', 'год', 'удивительный', 'зоркость', 'должный', 'помогать', 'свой', 'спутница']	[0.17045794496962993, 0.30056094453602805, 0.2227458194976637, 0.17503369402569746, 0.2528488190640618, 0.30056094453602805, 0.18295181863045995, 0.30056094453602805, 0.12896061017254812, 0.30056094453602805]
497	498	Время от времени он ласково поглаживал своей большой холодной рукой руку Веры, легко лежавшую на сгибе его рукава — Смешная эта Людмила Львовна, — вдруг заговорил генерал, точно продолжая вслух течение своих мыслей	['время', 'свой', 'рука', 'ласково', 'поглаживать', 'большой', 'холодный', 'вера', 'легко', 'лежать', 'сгиб', 'рукав', 'смешной', 'людмила', 'львович', 'заговорить', 'генерал', 'точно', 'продолжать', 'вслух', 'течение', 'мысль']	[0.127250887791157, 0.1031684881380385, 0.1131635870667025, 0.10113952762562471, 0.12022437781441121, 0.05896522113272101, 0.09226557764097047, 0.04284443976466851, 0.09226557764097047, 0.08909832779906549, 0.12022437781441121, 0.12022437781441121, 0.07856867040808223, 0.09226557764097047, 0.0657552643737075, 0.10818317798785197, 0.07318072745218397, 0.06501592814594698, 0.09614197816129272, 0.12022437781441121, 0.10818317798785197, 0.08205467743683822]
498	499	— Сколько раз я в жизни наблюдал: как только стукнет даме под пятьдесят, а в особенности если она вдова или старая девка, то так и тянет ее около чужой любви покрутиться	['сколько', 'жизнь', 'наблюдать', 'стукнуть', 'дама', 'пятьдесят', 'особенность', 'вдова', 'старый', 'девка', 'тянуть', 'около', 'чужой', 'любовь', 'покрутиться']	[0.14849721299844246, 0.1095921072895125, 0.2003739630240187, 0.2003739630240187, 0.1440340936897349, 0.16856587937604117, 0.2003739630240187, 0.2003739630240187, 0.1440340936897349, 0.2003739630240187, 0.16856587937604117, 0.1367577957280637, 0.2003739630240187, 0.092855039242703, 0.2003739630240187]
499	500	Либо шпионит, злорадствует и сплетничает, либо лезет устраивать чужое счастье, либо разводит словесный гуммиарабик насчет возвышенной любви	['либо', 'шпионить', 'злорадствовать', 'сплетничать', 'лезть', 'устраивать', 'чужое', 'счастие', 'разводить', 'словесный', 'гуммиарабик', 'насчёт', 'возвышенный', 'любовь']	[0.5071086468180561, 0.18785059033501753, 0.18785059033501753, 0.18785059033501753, 0.1580305119150386, 0.1690362156060187, 0.1690362156060187, 0.13503196283412647, 0.1690362156060187, 0.18785059033501753, 0.18785059033501753, 0.18785059033501753, 0.1690362156060187, 0.08705159929003406]
500	501	А я хочу сказать, что люди в наше время разучились любить	['хотеть', 'сказать', 'человек', 'наш', 'время', 'разучиться', 'любить']	[0.24351134995661416, 0.16578734362086053, 0.21632110736085824, 0.22263591628829443, 0.22723372819849463, 0.42937277790861145, 0.23759810921972488]
501	502	Не вижу настоящей любви	['видеть', 'настоящий', 'любовь']	[0.48310231486433103, 0.7424860649922123, 0.464275196213515]
502	503	Да и в мое время не видел	['время', 'видеть']	[0.7953180486947312, 0.7246534722964966]
503	504	— Ну как же это так, дедушка	['дедушка']	[1.7045794496962992]
504	505	— мягко возразила Вера, пожимая слегка его руку	['мягко', 'возразить', 'вера', 'пожимать', 'слегка', 'рука']	[0.45076324161604986, 0.40059157567205295, 0.1785184990194521, 0.5009349075600467, 0.42141469844010293, 0.23575747305563022]
505	506	— Зачем клеветать	['клеветать']	[3.0056094453602804]
506	507	Вы ведь сами были женаты	['женатый']	[2.704579449696299]
507	508	Значит, все-таки любили	['значит', 'всё-таки', 'любить']	[0.9015264832320997, 0.7008398194561122, 0.5543955881793581]
508	509	— Ровно ничего не значит, дорогая Верочка	['ровно', 'значит', 'дорогой', 'верочка']	[0.6321220476601545, 0.6761448624240748, 0.6008873635080795, 0.4648703524205106]
509	510	Знаешь, как женился	['знать', 'жениться']	[0.6248672948438945, 1.3522897248481496]
510	511	Вижу, сидит около меня свежая девчонка	['видеть', 'сидеть', 'около', 'свежий', 'девчонка']	[0.28986138891859864, 0.37833321861068875, 0.41027338718419115, 0.4807098908064636, 0.6011218890720561]
511	512	Дышит — грудь так и ходит под кофточкой	['дышать', 'грудь', 'ходить', 'кофточка']	[0.6761448624240748, 0.5568645487441592, 0.5014023613400701, 0.6761448624240748]
512	513	Опустит ресницы, длинные-длинные такие, и вся вдруг вспыхнет	['опустить', 'ресница', 'длинный-длинный', 'весь', 'вспыхнуть']	[0.4807098908064636, 0.5056976381281236, 0.6011218890720561, 0.2724313537748186, 0.5409158899392599]
513	514	И кожа на щеках нежная, шейка белая такая, невинная, и руки мяконькие, тепленькие	['кожа', 'щека', 'нежный', 'шейк', 'белый', 'невинный', 'рука', 'мяконький', 'тёпленький']	[0.3005088277440332, 0.28094313229340195, 0.2474953549974041, 0.33395660504003116, 0.22792965954677283, 0.3005088277440332, 0.15717164870375347, 0.33395660504003116, 0.33395660504003116]
514	515	Ах ты, черт	['ах', 'черта']	[1.0512597291841683, 1.1533197205121308]
515	516	А тут папа-мама ходят вокруг, за дверями подслушивают, глядят на тебя грустными такими, собачьими, преданными глазами	['папа-мама', 'ходить', 'вокруг', 'дверь', 'подслушивать', 'глядеть', 'грустный', 'собачий', 'предать', 'глаз']	[0.30056094453602805, 0.20056094453602805, 0.30056094453602805, 0.19642167602020555, 0.30056094453602805, 0.19264281993126556, 0.27045794496962994, 0.30056094453602805, 0.27045794496962994, 0.1528488190640618]
516	517	А когда уходишь — за дверями этакие быстрые поцелуйчики	['уходить', 'дверь', 'этакий', 'быстрый', 'поцелуйчик']	[0.4454916389953274, 0.3928433520404111, 0.5409158899392599, 0.5056976381281236, 0.6011218890720561]
517	518	За чаем ножка тебя под столом как будто нечаянно тронет	['чаемый', 'ножка', 'стол', 'нечаянно', 'тронуть']	[0.5056976381281236, 0.6011218890720561, 0.37833321861068875, 0.6011218890720561, 0.6011218890720561]
518	519	Ну и готово	['готовый']	[2.403549454032318]
519	520	«Дорогой Никита Антоныч, я пришел к вам просить руки вашей дочери	['дорога', 'никита', 'антонович', 'прийти', 'просить', 'рука', 'ваш', 'дочь']	[0.2784322743720796, 0.37570118067003505, 0.37570118067003505, 0.24080352491408194, 0.24552709502525694, 0.17681810479172266, 0.19106102383007725, 0.3160610238300772]
520	521	Поверьте, что это святое существо	['поверьте', 'святой', 'существо']	[0.9015264832320997, 0.8011831513441059, 1.0018698151200933]
521	522	» А у папы уже и глаза мокрые, и уж целоваться лезет	['папа', 'глаз', 'мокрый', 'целоваться', 'лезть']	[0.6011218890720561, 0.3056976381281236, 0.5409158899392599, 0.5409158899392599, 0.5056976381281236]
522	523	«Милый	['милый']	[1.8295181863045993]
523	524	Я давно догадывался	['давно', 'догадываться']	[1.0256834679604778, 1.5028047226801402]
524	525	Ну, дай вам бог	['дать', 'бог']	[1.0512597291841683, 0.9297407048410212]
525	526	Смотри только береги это сокровище	['смотреть', 'беречь', 'сокровище']	[0.8428293968802059, 0.9015264832320997, 0.7688798136747539]
526	527	» И вот через три месяца святое сокровище ходит в затрепанном капоте, туфли на босу ногу, волосенки жиденькие, нечесаные, в папильотках, с денщиками собачится, как кухарка, с молодыми офицерами ломается, сюсюкает, взвизгивает, закатывает глаза	['месяц', 'святой', 'сокровище', 'ходить', 'затрепать', 'капот', 'туфля', 'босой', 'нога', 'волосёнки', 'жиденький', 'нечёсаный', 'папильотка', 'денщик', 'собачиться', 'кухарка', 'молодой', 'офицер', 'ломаться', 'сюсюкать', 'взвизгивать', 'закатывать', 'глаз']	[0.10028867134888093, 0.10450215017531816, 0.10028867134888093, 0.08720041066783828, 0.13067867153740348, 0.13067867153740348, 0.13067867153740348, 0.13067867153740348, 0.08224635187188885, 0.13067867153740348, 0.13067867153740348, 0.13067867153740348, 0.13067867153740348, 0.13067867153740348, 0.13067867153740348, 0.11759041085636084, 0.09393527849330537, 0.08720041066783828, 0.13067867153740348, 0.13067867153740348, 0.13067867153740348, 0.13067867153740348, 0.06645600828872252]
527	528	Мужа почему-то на людях называет Жаком	['муж', 'почему-то', 'человек', 'называть', 'жак']	[0.34537116888149033, 0.5056976381281236, 0.30284955030520155, 0.4807098908064636, 0.6011218890720561]
528	529	Знаешь, этак в нос, с растяжкой, томно: «Ж-а-а-ак»	['знать', 'этак', 'нос', 'растяжка', 'томно', 'ж-а-а-ак']	[0.20828909828129816, 0.5009349075600467, 0.40059157567205295, 0.5009349075600467, 0.5009349075600467, 0.5009349075600467]
529	530	Мотовка, актриса, неряха, жадная	['мотовка', 'актриса', 'неряха', 'жадный']	[0.7514023613400701, 0.7514023613400701, 0.7514023613400701, 0.6761448624240748]
530	531	И глаза всегда лживые-лживые	['глаз', 'лживый-лживый']	[0.764244095320309, 1.5028047226801402]
531	532	Теперь все прошло, улеглось, утряслось	['всё', 'пройти', 'улечься', 'утрястись']	[0.30868935842953404, 0.5568645487441592, 0.7514023613400701, 0.7514023613400701]
532	533	Я даже этому актеришке в душе благодарен	['актёришка', 'душа', 'благодарный']	[1.0018698151200933, 0.6098393954348664, 0.8428293968802059]
533	534	Слава богу, что детей не было — Вы простили им, дедушка	['слава', 'бог', 'ребёнок', 'простить', 'дедушка']	[0.5409158899392599, 0.3718962819364085, 0.3718962819364085, 0.43210228106920473, 0.34091588993925986]
534	535	— Простил — это не то слово, Верочка	['простить', 'слово', 'верочка']	[0.7201704684486745, 0.5302120324631541, 0.6198271365606808]
535	536	Первое время был как бешеный	['первый', 'время', 'бешеный']	[0.5834456467523248, 0.5302120324631541, 0.9015264832320997]
536	537	Если бы тогда увидел их, конечно, убил бы обоих	['увидеть', 'убить', 'оба']	[0.6421427331042184, 0.8428293968802059, 0.6421427331042184]
537	538	А потом понемногу отошло и отошло, и ничего не осталось, кроме презрения	['отойти', 'понемногу', 'остаться', 'кроме', 'презрение']	[1.0018698151200933, 0.45076324161604986, 0.3273694600336759, 0.36008523422433725, 0.45076324161604986]
538	539	И хорошо	[]	[]
539	540	Избавил бог от лишнего пролития крови	['избавить', 'бог', 'лишний', 'пролитие', 'кровь']	[0.6011218890720561, 0.3718962819364085, 0.4807098908064636, 0.6011218890720561, 0.4807098908064636]
540	541	И кроме того, избежал я общей участи большинства мужей	['кроме', 'избежать', 'общий', 'участь', 'большинство', 'муж']	[0.36008523422433725, 0.5009349075600467, 0.42141469844010293, 0.5009349075600467, 0.5009349075600467, 0.2878093074012419]
541	542	Что бы я был такое, если бы не этот мерзкий случай	['мерзкий', 'случай']	[1.5028047226801402, 1.0256834679604778]
542	543	Вьючный верблюд, позорный потатчик, укрыватель, дойная корова, ширма, какая-то домашняя необходимая вещь	['вьючный', 'верблюд', 'позорный', 'потатчик', 'укрыватель', 'дойный', 'корова', 'ширма', 'домашний', 'необходимый', 'вещь']	[0.27323722230548003, 0.27323722230548003, 0.27323722230548003, 0.27323722230548003, 0.27323722230548003, 0.27323722230548003, 0.27323722230548003, 0.27323722230548003, 0.20969449463856923, 0.27323722230548003, 0.1911381325789397]
543	544	Нет	[]	[]
544	545	Все к лучшему, Верочка — Нет, нет, дедушка, в вас все-таки, простите меня, говорит прежняя обида	['всё', 'хороший', 'верочка', 'дедушка', 'всё-таки', 'простить', 'говорить', 'прежний', 'обида']	[0.13719527041312624, 0.2001654958560395, 0.20660904552022694, 0.18939771663292213, 0.2336132731520374, 0.2400568228162248, 0.15246010997563267, 0.25629327122491796, 0.28094313229340195]
545	546	А вы свой несчастный опыт переносите на все человечество	['свой', 'несчастный', 'опыт', 'переносить', 'всё', 'человечество']	[0.21493435028758018, 0.40059157567205295, 0.5009349075600467, 0.5009349075600467, 0.20579290561968935, 0.45076324161604986]
546	547	Возьмите хоть нас с Васей	['взять', 'вася']	[1.201774727016159, 1.0512597291841683]
547	548	Разве можно назвать наш брак несчастливым	['назвать', 'наш', 'брак', 'несчастливый']	[0.6761448624240748, 0.3896128535045153, 0.6321220476601545, 0.7514023613400701]
548	549	Аносов довольно долго молчал	['аносов', 'довольно', 'долго', 'молчать']	[0.4261448624240748, 0.5568645487441592, 0.6321220476601545, 0.6761448624240748]
549	550	Потом протянул неохотно: — Ну, хорошо	['протянуть', 'неохотно']	[1.264244095320309, 1.5028047226801402]
550	551	скажем — исключение	['скажем', 'исключение']	[1.3522897248481496, 1.3522897248481496]
551	552	Но вот в большинстве-то случаев почему люди женятся	['большинство-то', 'случай', 'почему', 'человек', 'жениться']	[0.6011218890720561, 0.41027338718419115, 0.42050389167366736, 0.30284955030520155, 0.5409158899392599]
552	553	Возьмем женщину	['взять', 'женщина']	[1.201774727016159, 0.8751684701284872]
553	554	Стыдно оставаться в девушках, особенно когда подруги уже повыходили замуж	['стыдно', 'оставаться', 'девушка', 'особенно', 'подруга', 'повыходить', 'замуж']	[0.42937277790861145, 0.3433642077189025, 0.386368492813757, 0.36121259866294536, 0.386368492813757, 0.42937277790861145, 0.36121259866294536]
554	555	Тяжело быть лишним ртом в семье	['тяжело', 'лишний', 'рот', 'семья']	[0.5568645487441592, 0.6008873635080795, 0.6008873635080795, 0.6008873635080795]
555	556	Желание быть хозяйкой, главною в доме, дамой, самостоятельной	['желание', 'хозяйка', 'главный', 'дом', 'дама', 'самостоятельный']	[0.42141469844010293, 0.42141469844010293, 0.42141469844010293, 0.2840965749493832, 0.36008523422433725, 0.5009349075600467]
556	557	К тому же потребность, прямо физическая потребность материнства, и чтобы начать вить свое гнездо	['потребность', 'прямо', 'физический', 'материнство', 'начать', 'вить', 'свой', 'гнездо']	[0.5618862645868039, 0.25629327122491796, 0.3005088277440332, 0.3005088277440332, 0.3005088277440332, 0.33395660504003116, 0.14328956685838679, 0.33395660504003116]
557	558	А у мужчин другие мотивы	['мужчина', 'мотив']	[1.0512597291841683, 1.5028047226801402]
558	559	Во-первых, усталость от холостой жизни, от беспорядка в комнатах, от трактирных обедов, от грязи, окурков, разорванного и разрозненного белья, от долгов, от бесцеремонных товарищей, и прочее и прочее	['прочее', 'во-первых', 'усталость', 'холостой', 'жизнь', 'беспорядок', 'комната', 'трактирный', 'обед', 'грязь', 'окурок', 'разорвать', 'разрозненный', 'бельё', 'долг', 'бесцеремонный', 'товарищ']	[0.33395660504003116, 0.13353052522401765, 0.16697830252001558, 0.1502544138720166, 0.09132675607459374, 0.16697830252001558, 0.1200284114081124, 0.16697830252001558, 0.1168066365760187, 0.13353052522401765, 0.1502544138720166, 0.16697830252001558, 0.16697830252001558, 0.16697830252001558, 0.1502544138720166, 0.16697830252001558, 0.1200284114081124]
559	560	Во-вторых, чувствуешь, что семьей жить выгоднее, здоровее и экономнее	['во-вторых', 'чувствовать', 'семья', 'жить', 'выгодный', 'здоровый', 'экономный']	[0.36121259866294536, 0.2930524194172794, 0.3433642077189025, 0.30864448647800335, 0.42937277790861145, 0.42937277790861145, 0.42937277790861145]
560	561	В-третьих, думаешь: вот пойдут детишки, — я-то умру, а часть меня все-таки останется на свете	['в-третьих', 'думать', 'пойти', 'детишки', 'я-то', 'умереть', 'часть', 'всё-таки', 'остаться', 'свет']	[0.30056094453602805, 0.18916660930534437, 0.18594814096820425, 0.30056094453602805, 0.30056094453602805, 0.2306639441024262, 0.2306639441024262, 0.21025194583683368, 0.19642167602020555, 0.19642167602020555]
561	562	нечто вроде иллюзии бессмертия	['нечто', 'вроде', 'иллюзия', 'бессмертие']	[0.7514023613400701, 0.6761448624240748, 0.7514023613400701, 0.7514023613400701]
562	563	В-четвертых, соблазн невинности, как в моем случае	['в-четвёртых', 'соблазн', 'невинность', 'случай']	[0.7514023613400701, 0.7514023613400701, 0.7514023613400701, 0.5128417339802389]
563	564	Кроме того, бывают иногда и мысли о приданом	['кроме', 'бывать', 'мысль', 'приданое']	[0.5401278513365059, 0.6008873635080795, 0.5128417339802389, 0.7514023613400701]
564	565	А где же любовь-то	['любовь-то']	[3.0056094453602804]
565	566	Любовь бескорыстная, самоотверженная, не ждущая награды	['любовь', 'бескорыстный', 'самоотверженный', 'ждать', 'награда']	[0.278565117728109, 0.6011218890720561, 0.5056976381281236, 0.5056976381281236, 0.6011218890720561]
566	567	Та, про которую сказано — «сильна, как смерть»	['сказать', 'сильный', 'смерть']	[0.38683713511534124, 0.7688798136747539, 0.561130050208787]
567	568	Понимаешь, такая любовь, для которой совершить любой подвиг, отдать жизнь, пойти на мучение — вовсе не труд, а одна радость	['понимать', 'любовь', 'совершить', 'любой', 'подвиг', 'отдать', 'жизнь', 'пойти', 'мучение', 'вовсе', 'труд', 'радость']	[0.16368473001683795, 0.11606879905337875, 0.25046745378002333, 0.25046745378002333, 0.22538162080802493, 0.22538162080802493, 0.13699013411189062, 0.1549567841401702, 0.22538162080802493, 0.18562151624805306, 0.18004261711216862, 0.19221995341868847]
568	569	Постой, постой, Вера, ты мне сейчас опять хочешь про твоего Васю	['постоять', 'вера', 'хотеть', 'твой', 'вася']	[0.8428293968802059, 0.1785184990194521, 0.2840965749493832, 0.2917228233761624, 0.3504199097280561]
569	570	Право же, я его люблю	['право', 'любить']	[1.1137290974883185, 0.8315933822690371]
570	571	Он хороший парень	['хороший', 'парень']	[0.9007447313521778, 1.5028047226801402]
571	572	Почем знать, может быть, будущее и покажет его любовь в свете большой красоты	['почём', 'знать', 'мочь', 'будущее', 'показать', 'любовь', 'свет', 'большой', 'красота']	[0.28094313229340195, 0.13885939885419876, 0.16239348900111164, 0.28094313229340195, 0.22284549392892003, 0.1547583987378383, 0.21824630668911726, 0.16379228092422501, 0.22284549392892003]
572	573	Но ты пойми, о какой любви я говорю	['понять', 'любовь', 'говорить']	[0.6837889786403185, 0.464275196213515, 0.457380329926898]
573	574	Любовь должна быть трагедией	['любовь', 'должный', 'трагедия']	[0.464275196213515, 0.6098393954348664, 0.9015264832320997]
574	575	Величайшей тайной в мире	['великий', 'тайна', 'мир']	[0.8428293968802059, 0.9015264832320997, 0.9015264832320997]
575	576	Никакие жизненные удобства, расчеты и компромиссы не должны ее касаться — Вы видели когда-нибудь такую любовь, дедушка	['никакой', 'жизненный', 'удобство', 'расчёт', 'компромисс', 'должный', 'касаться', 'видеть', 'когда-нибудь', 'любовь', 'дедушка']	[0.20249619954333065, 0.2185044958211198, 0.24587085906329992, 0.27323722230548003, 0.27323722230548003, 0.16631983511859993, 0.20969449463856923, 0.1317551767811812, 0.2298625627855107, 0.12662050805823136, 0.154961768154209]
576	577	— тихо спросила Вера — Нет, — ответил старик решительно	['тихо', 'спросить', 'вера', 'ответить', 'старик', 'решительно']	[0.38443990683737694, 0.2708997006081124, 0.1785184990194521, 0.34189448932015926, 0.40059157567205295, 0.45076324161604986]
577	578	— Я, правда, знаю два случаях похожих	['правда', 'знать', 'случай', 'похожий']	[0.5401278513365059, 0.31243364742194724, 0.5128417339802389, 0.5766598602560654]
578	579	Но один был продиктован глупостью, а другой	['продиктовать', 'глупость']	[1.5028047226801402, 1.264244095320309]
579	580	так	[]	[]
580	581	какая-то кислота	['кислота']	[3.0056094453602804]
581	582	одна жалость	['жалость']	[2.704579449696299]
582	583	Если хочешь, я расскажу	['хотеть', 'рассказать']	[0.8522897248481496, 1.0802557026730117]
583	584	Это недолго — Прошу вас, дедушка — Ну, вот	['недолго', 'просить', 'дедушка']	[1.0018698151200933, 0.6547389200673518, 0.5681931498987663]
584	585	В одном полку нашей дивизии (только не в нашем) была жена полкового командира	['наш', 'полка', 'дивизия', 'жена', 'полковой', 'командир']	[0.44527183257658887, 0.36121259866294536, 0.42937277790861145, 0.318208313568091, 0.36121259866294536, 0.386368492813757]
585	586	Рожа, я тебе скажу, Верочка, преестественная	['рожа', 'сказать', 'верочка', 'преестественный']	[0.7514023613400701, 0.2901278513365059, 0.4648703524205106, 0.7514023613400701]
586	587	Костлявая, рыжая, длинная, худущая, ротастая	['костлявый', 'рыжий', 'длинный', 'худущий', 'ротастая']	[0.6011218890720561, 0.6011218890720561, 0.4454916389953274, 0.6011218890720561, 0.6011218890720561]
587	588	Штукатурка с нее так и сыпалась, как со старого московского дома	['штукатурка', 'сыпаться', 'старое', 'московский', 'дом']	[0.6011218890720561, 0.6011218890720561, 0.5056976381281236, 0.6011218890720561, 0.34091588993925986]
588	589	Но, понимаешь, этакая полковая Мессалина: темперамент, властность, презрение к людям, страсть к разнообразию	['понимать', 'этакий', 'полковой', 'мессалина', 'темперамент', 'властность', 'презрение', 'человек', 'страсть', 'разнообразие']	[0.19642167602020555, 0.27045794496962994, 0.2528488190640618, 0.30056094453602805, 0.30056094453602805, 0.30056094453602805, 0.27045794496962994, 0.15142477515260078, 0.27045794496962994, 0.30056094453602805]
589	590	Вдобавок — морфинистка И вот однажды, осенью, присылают к ним в полк новоиспеченного прапорщика, совсем желторотого воробья, только что из военного училища	['вдобавок', 'морфинистка', 'однажды', 'осень', 'присылать', 'полк', 'новоиспечённый', 'прапорщик', 'желторотый', 'воробей', 'военный', 'училище']	[0.25046745378002333, 0.25046745378002333, 0.17520995486402804, 0.21070734922005147, 0.22538162080802493, 0.22538162080802493, 0.25046745378002333, 0.19221995341868847, 0.25046745378002333, 0.25046745378002333, 0.20029578783602647, 0.25046745378002333]
590	591	Через месяц эта старая лошадь совсем овладела им	['месяц', 'старый', 'лошадь', 'овладеть']	[0.5766598602560654, 0.5401278513365059, 0.5766598602560654, 0.7514023613400701]
591	592	Он паж, он слуга, он раб, он вечный кавалер ее в танцах, носит ее веер и платок, в одном мундирчике выскакивает на мороз звать ее лошадей	['паж', 'слуга', 'раб', 'вечный', 'кавалер', 'танец', 'носить', 'веер', 'платок', 'мундирчик', 'выскакивать', 'мороз', 'звать', 'лошадь']	[0.21468638895430572, 0.1931842464068785, 0.1931842464068785, 0.16475996007316154, 0.1931842464068785, 0.18060629933147268, 0.15432224323900168, 0.1931842464068785, 0.1931842464068785, 0.21468638895430572, 0.21468638895430572, 0.1931842464068785, 0.1931842464068785, 0.16475996007316154]
592	593	Ужасная это штука, когда свежий и чистый мальчишка положит свою первую любовь к ногам старой, опытной и властолюбивой развратницы	['ужасный', 'штука', 'свежий', 'чистый', 'мальчишка', 'положить', 'свой', 'первый', 'любовь', 'нога', 'старый', 'опытный', 'властолюбивый', 'развратница']	[0.18060629933147268, 0.21468638895430572, 0.17168210385945126, 0.18060629933147268, 0.21468638895430572, 0.15017996131202405, 0.09211472155182007, 0.12502406716121245, 0.0994875420457532, 0.13511900664667453, 0.15432224323900168, 0.21468638895430572, 0.21468638895430572, 0.21468638895430572]
593	594	Если он сейчас выскочил невредим — все равно в будущем считай его погибшим	['выскочить', 'невредимый', 'всё', 'равно', 'будущее', 'считать', 'погибший']	[0.42937277790861145, 0.386368492813757, 0.17639391910259086, 0.318208313568091, 0.36121259866294536, 0.386368492813757, 0.42937277790861145]
594	595	Это — штамп на всю жизнь К рождеству он ей уже надоел	['штамп', 'весь', 'жизнь', 'рождество', 'надоесть']	[0.6011218890720561, 0.2724313537748186, 0.32877632186853756, 0.6011218890720561, 0.5056976381281236]
595	596	Она вернулась к одной из своих прежних, испытанных пассий	['вернуться', 'свой', 'прежний', 'испытанный', 'пассия']	[0.41027338718419115, 0.25792122034509624, 0.4613278882048524, 0.6011218890720561, 0.6011218890720561]
596	597	А он не мог	['мочь']	[1.4615414010100047]
597	598	Ходит за ней, как привидение	['ходить', 'привидение']	[1.0028047226801402, 1.5028047226801402]
598	599	Измучился весь, исхудал, почернел	['измучиться', 'весь', 'исхудать', 'почернелый']	[0.7514023613400701, 0.34053919221852325, 0.7514023613400701, 0.7514023613400701]
599	600	Говоря высоким штилем — «смерть уже лежала на его высоком челе»	['высокий', 'говорить', 'штиль', 'смерть', 'лежать', 'чело']	[0.6172889729560067, 0.196020141397242, 0.42937277790861145, 0.2404843072323373, 0.318208313568091, 0.42937277790861145]
600	601	Ревновал он ее ужасно	['ревновать', 'ужасно']	[1.5028047226801402, 1.264244095320309]
601	602	Говорят, целые ночи простаивал под ее окнами И вот однажды весной устроили они в полку какую-то маевку или пикник	['говорить', 'целый', 'ночь', 'простаивать', 'окно', 'однажды', 'весна', 'устроить', 'полка', 'маёвка', 'пикник']	[0.1247400899800631, 0.18232813139638912, 0.20249619954333065, 0.27323722230548003, 0.2298625627855107, 0.1911381325789397, 0.27323722230548003, 0.24587085906329992, 0.2298625627855107, 0.27323722230548003, 0.27323722230548003]
602	603	Я и ее и его знал лично, но при этом происшествии не был	['знать', 'лично', 'происшествие']	[0.4165781965625963, 0.8011831513441059, 1.0018698151200933]
603	604	Как и всегда в этих случаях, было много выпито	['случай', 'выпить']	[1.0256834679604778, 1.5028047226801402]
604	605	Обратно возвращались ночью пешком по полотну железной дороги	['обратно', 'возвращаться', 'ночью', 'пешком', 'полотно', 'железный', 'дорога']	[0.3295199201463231, 0.42937277790861145, 0.3433642077189025, 0.42937277790861145, 0.42937277790861145, 0.386368492813757, 0.318208313568091]
605	606	Вдруг навстречу им идет товарный поезд	['навстречу', 'идти', 'товарный', 'поезд']	[0.6008873635080795, 0.4910541900505139, 0.7514023613400701, 0.6008873635080795]
606	607	Идет очень медленно вверх, по довольно крутому подъему	['идти', 'очень', 'медленно', 'вверх', 'довольно', 'крутой', 'подъём']	[0.28060239431457934, 0.20879162871571494, 0.42937277790861145, 0.3433642077189025, 0.318208313568091, 0.386368492813757, 0.42937277790861145]
607	608	Дает свистки	['давать', 'свисток']	[1.0802557026730117, 1.5028047226801402]
608	609	И вот, только что паровозные огни поравнялись с компанией, она вдруг шепчет на ухо прапорщику: «Вы всё говорите, что любите меня	['паровозный', 'огонь', 'поравняться', 'компания', 'шептать', 'ухо', 'прапорщик', 'всё', 'говорить', 'любить']	[0.30056094453602805, 0.2227458194976637, 0.30056094453602805, 0.30056094453602805, 0.30056094453602805, 0.30056094453602805, 0.2306639441024262, 0.12347574337181362, 0.1372140989780694, 0.16631867645380743]
609	610	А ведь, если я вам прикажу — вы, наверно, под поезд не броситесь»	['приказать', 'наверно', 'поезд', 'броситься']	[0.5256298645920842, 0.6761448624240748, 0.6008873635080795, 0.7514023613400701]
610	611	А он, ни слова не ответив, бегом — и под поезд	['слово', 'ответить', 'бегом', 'поезд']	[0.3976590243473656, 0.5128417339802389, 0.7514023613400701, 0.6008873635080795]
611	612	Он-то, говорят, верно рассчитал, как раз между передними и задними колесами: так бы его аккуратно пополам и перерезало	['он-то', 'говорить', 'верно', 'рассчитать', 'передний', 'задний', 'колесо', 'аккуратно', 'пополам', 'перерезать']	[0.30056094453602805, 0.1372140989780694, 0.30056094453602805, 0.30056094453602805, 0.27045794496962994, 0.30056094453602805, 0.27045794496962994, 0.2403549454032318, 0.30056094453602805, 0.30056094453602805]
612	613	Но какой-то идиот вздумал его удерживать и отталкивать	['идиот', 'вздумать', 'удерживать', 'отталкивать']	[0.7514023613400701, 0.7514023613400701, 0.7514023613400701, 0.7514023613400701]
613	614	Да не осилил	['осилить']	[3.0056094453602804]
614	615	Прапорщик, как уцепился руками за рельсы, так ему обе кисти и оттяпало — Ох, какой ужас	['прапорщик', 'уцепиться', 'рука', 'рельс', 'оба', 'кисть', 'оттяпать', 'ох', 'ужас']	[0.25629327122491796, 0.33395660504003116, 0.15717164870375347, 0.33395660504003116, 0.21404757770140614, 0.33395660504003116, 0.33395660504003116, 0.33395660504003116, 0.3005088277440332]
615	616	— воскликнула Вера — Пришлось прапорщику оставить службу	['воскликнуть', 'вера', 'прийтись', 'прапорщик', 'оставить', 'служба']	[0.40059157567205295, 0.1785184990194521, 0.42141469844010293, 0.38443990683737694, 0.37124303249610613, 0.37124303249610613]
616	617	Товарищи собрали ему кое-какие деньжонки на выезд	['товарищ', 'собрать', 'кое-какой', 'деньжонки', 'выезд']	[0.43210228106920473, 0.5409158899392599, 0.6011218890720561, 0.6011218890720561, 0.6011218890720561]
